month,site,site_category,visitor_type,visitor_origin,visitors
2023-11,Bu Maher,Pearling Path Sites,Educational,Private School,32
2023-11,Bu Maher,Pearling Path Sites,Groups,Organized Group,24
2023-11,Bu Maher,Pearling Path Sites,Groups,Tour Agencies,477
2023-11,Bu Maher,Pearling Path Sites,Groups,VIP,6
2023-11,Bu Maher,Pearling Path Sites,Individual,Arab,43
2023-11,Bu Maher,Pearling Path Sites,Individual,Bahraini,286
2023-11,Bu Maher,Pearling Path Sites,Individual,Foreign,1194
2023-11,Bu Maher,Pearling Path Sites,Individual,GCC,227
2023-11,Cultural Hall,Uncategorised,Educational,Private School,592
2023-11,Cultural Hall,Uncategorised,Individual,Bahraini,360
2023-11,Dar Al Muharraq,Pearling Path Sites,Groups,Organized Group,5
2023-11,Dar Al Muharraq,Pearling Path Sites,Individual,Bahraini,6
2023-11,Dar Al Muharraq,Pearling Path Sites,Individual,Foreign,23
2023-11,House of Baskets,Handicraft Sites,Groups,Organized Group,24
2023-11,House of Baskets,Handicraft Sites,Groups,VIP,14
2023-11,House of Baskets,Handicraft Sites,Individual,Bahraini,74
2023-11,House of Baskets,Handicraft Sites,Individual,Foreign,37
2023-11,House of Baskets,Handicraft Sites,Individual,GCC,7
2023-11,Pearling Path Visitor Center,Pearling Path Sites,Educational,College or University,5
2023-11,Pearling Path Visitor Center,Pearling Path Sites,Educational,Private School,53
2023-11,Pearling Path Visitor Center,Pearling Path Sites,Groups,Organized Group,3
2023-11,Pearling Path Visitor Center,Pearling Path Sites,Groups,Tour Agencies,255
2023-11,Pearling Path Visitor Center,Pearling Path Sites,Groups,VIP,13
2023-11,Pearling Path Visitor Center,Pearling Path Sites,Individual,Arab,25
2023-11,Pearling Path Visitor Center,Pearling Path Sites,Individual,Bahraini,350
2023-11,Pearling Path Visitor Center,Pearling Path Sites,Individual,Foreign,522
2023-11,Qalat Al Bahrain Site Museum,Museums,Educational,College or University,20
2023-11,Qalat Al Bahrain Site Museum,Museums,Educational,Government School,107
2023-11,Qalat Al Bahrain Site Museum,Museums,Educational,Private School,91
2023-11,Qalat Al Bahrain Site Museum,Museums,Groups,Organized Group,30
2023-11,Qalat Al Bahrain Site Museum,Museums,Groups,VIP,32
2023-11,Qalat Al Bahrain Site Museum,Museums,Individual,Arab,6
2023-11,Qalat Al Bahrain Site Museum,Museums,Individual,Bahraini,145
2023-11,Qalat Al Bahrain Site Museum,Museums,Individual,Foreign,392
2023-11,Qalat Al Bahrain Site Museum,Museums,Individual,GCC,129
2023-11,Saar Settlement,Archaeological Sites,Groups,Organized Group,16
2023-11,Saar Settlement,Archaeological Sites,Individual,Bahraini,6
2023-11,Saar Settlement,Archaeological Sites,Individual,Foreign,34
2023-12,Aali burial mounds,Archaeological Sites,Educational,Kinder Garden,2
2023-12,Aali burial mounds,Archaeological Sites,Groups,Organized Group,3
2023-12,Aali burial mounds,Archaeological Sites,Individual,Bahraini,1
2023-12,Aali burial mounds,Archaeological Sites,Individual,Foreign,7
2023-12,Al Jasra House,Uncategorised,Educational,Kinder Garden,182
2023-12,Al Jasra House,Uncategorised,Educational,Private School,410
2023-12,Al Jasra House,Uncategorised,Groups,Organized Group,560
2023-12,Al Jasra House,Uncategorised,Individual,Arab,21
2023-12,Al Jasra House,Uncategorised,Individual,Bahraini,219
2023-12,Al Jasra House,Uncategorised,Individual,Foreign,273
2023-12,Al Jasra House,Uncategorised,Individual,GCC,9
2023-12,Al Khalefeyah Library,Uncategorised,Individual,Arab,213
2023-12,Al Khalefeyah Library,Uncategorised,Individual,Bahraini,50
2023-12,Al Khalefeyah Library,Uncategorised,Individual,Foreign,188
2023-12,Al Khalefeyah Library,Uncategorised,Individual,GCC,7
2023-12,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,Bahraini,160
2023-12,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,Foreign,67
2023-12,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,GCC,1
2023-12,Arad Fort,Archaeological Sites,Individual,Arab,34
2023-12,Arad Fort,Archaeological Sites,Individual,Bahraini,1766
2023-12,Arad Fort,Archaeological Sites,Individual,Foreign,675
2023-12,Arad Fort,Archaeological Sites,Individual,GCC,100
2023-12,Arad Fort,Forts,Individual,Arab,34
2023-12,Arad Fort,Forts,Individual,Bahraini,1766
2023-12,Arad Fort,Forts,Individual,Foreign,675
2023-12,Arad Fort,Forts,Individual,GCC,100
2023-12,Art Center,Uncategorised,Individual,Arab,3
2023-12,Art Center,Uncategorised,Individual,Bahraini,45
2023-12,Art Center,Uncategorised,Individual,Foreign,212
2023-12,Art Center,Uncategorised,Individual,GCC,60
2023-12,Bahrain Fort Site,Archaeological Sites,Educational,Government School,183
2023-12,Bahrain Fort Site,Archaeological Sites,Educational,Kinder Garden,351
2023-12,Bahrain Fort Site,Archaeological Sites,Educational,Private School,301
2023-12,Bahrain Fort Site,Archaeological Sites,Groups,Organized Group,597
2023-12,Bahrain Fort Site,Archaeological Sites,Groups,Tour Agencies,3852
2023-12,Bahrain Fort Site,Archaeological Sites,Groups,VIP,10
2023-12,Bahrain Fort Site,Archaeological Sites,Individual,Arab,2543
2023-12,Bahrain Fort Site,Archaeological Sites,Individual,Bahraini,7693
2023-12,Bahrain Fort Site,Archaeological Sites,Individual,Foreign,14040
2023-12,Bahrain Fort Site,Archaeological Sites,Individual,GCC,3050
2023-12,Bahrain Fort Site,Forts,Educational,Government School,183
2023-12,Bahrain Fort Site,Forts,Educational,Kinder Garden,351
2023-12,Bahrain Fort Site,Forts,Educational,Private School,301
2023-12,Bahrain Fort Site,Forts,Groups,Organized Group,597
2023-12,Bahrain Fort Site,Forts,Groups,Tour Agencies,3852
2023-12,Bahrain Fort Site,Forts,Groups,VIP,10
2023-12,Bahrain Fort Site,Forts,Individual,Arab,2543
2023-12,Bahrain Fort Site,Forts,Individual,Bahraini,7693
2023-12,Bahrain Fort Site,Forts,Individual,Foreign,14040
2023-12,Bahrain Fort Site,Forts,Individual,GCC,3050
2023-12,Bahrain National Museum,Museums,Educational,Government School,202
2023-12,Bahrain National Museum,Museums,Educational,Kinder Garden,122
2023-12,Bahrain National Museum,Museums,Educational,Private School,1327
2023-12,Bahrain National Museum,Museums,Groups,Organized Group,281
2023-12,Bahrain National Museum,Museums,Groups,Tour Agencies,2
2023-12,Bahrain National Museum,Museums,Groups,VIP,45
2023-12,Bahrain National Museum,Museums,Individual,Arab,501
2023-12,Bahrain National Museum,Museums,Individual,Bahraini,1328
2023-12,Bahrain National Museum,Museums,Individual,Foreign,10228
2023-12,Bahrain National Museum,Museums,Individual,GCC,1635
2023-12,Bani Jamra Textile Weaving,Handicraft Sites,Groups,Organized Group,45
2023-12,Bani Jamra Textile Weaving,Handicraft Sites,Groups,Tour Agencies,24
2023-12,Bani Jamra Textile Weaving,Handicraft Sites,Groups,VIP,8
2023-12,Bani Jamra Textile Weaving,Handicraft Sites,Individual,Bahraini,119
2023-12,Bani Jamra Textile Weaving,Handicraft Sites,Individual,Foreign,38
2023-12,Bani Jamra Textile Weaving,Handicraft Sites,Individual,GCC,11
2023-12,Bu Maher,Archaeological Sites,Educational,Government School,80
2023-12,Bu Maher,Archaeological Sites,Educational,Private School,56
2023-12,Bu Maher,Archaeological Sites,Groups,Tour Agencies,391
2023-12,Bu Maher,Archaeological Sites,Groups,VIP,69
2023-12,Bu Maher,Archaeological Sites,Individual,Arab,90
2023-12,Bu Maher,Archaeological Sites,Individual,Bahraini,442
2023-12,Bu Maher,Archaeological Sites,Individual,Foreign,1599
2023-12,Bu Maher,Archaeological Sites,Individual,GCC,192
2023-12,Bu Maher,Forts,Educational,Government School,80
2023-12,Bu Maher,Forts,Educational,Private School,56
2023-12,Bu Maher,Forts,Groups,Tour Agencies,391
2023-12,Bu Maher,Forts,Groups,VIP,69
2023-12,Bu Maher,Forts,Individual,Arab,90
2023-12,Bu Maher,Forts,Individual,Bahraini,442
2023-12,Bu Maher,Forts,Individual,Foreign,1599
2023-12,Bu Maher,Forts,Individual,GCC,192
2023-12,Bu Maher,Pearling Path Sites,Educational,Government School,80
2023-12,Bu Maher,Pearling Path Sites,Educational,Private School,56
2023-12,Bu Maher,Pearling Path Sites,Groups,Tour Agencies,391
2023-12,Bu Maher,Pearling Path Sites,Groups,VIP,69
2023-12,Bu Maher,Pearling Path Sites,Individual,Arab,90
2023-12,Bu Maher,Pearling Path Sites,Individual,Bahraini,442
2023-12,Bu Maher,Pearling Path Sites,Individual,Foreign,1599
2023-12,Bu Maher,Pearling Path Sites,Individual,GCC,192
2023-12,Cultural Hall,Uncategorised,Educational,Private School,286
2023-12,Cultural Hall,Uncategorised,Groups,Organized Group,11
2023-12,Cultural Hall,Uncategorised,Individual,Bahraini,90
2023-12,Cultural Hall,Uncategorised,Individual,Foreign,18
2023-12,Dar Al Muharraq,Pearling Path Sites,Individual,Foreign,3
2023-12,House of Baskets,Handicraft Sites,Groups,Organized Group,66
2023-12,House of Baskets,Handicraft Sites,Groups,Tour Agencies,14
2023-12,House of Baskets,Handicraft Sites,Groups,VIP,6
2023-12,House of Baskets,Handicraft Sites,Individual,Bahraini,244
2023-12,House of Baskets,Handicraft Sites,Individual,Foreign,40
2023-12,House of Baskets,Handicraft Sites,Individual,GCC,26
2023-12,Qalat Al Bahrain Site Museum,Museums,Educational,Government School,55
2023-12,Qalat Al Bahrain Site Museum,Museums,Educational,Private School,41
2023-12,Qalat Al Bahrain Site Museum,Museums,Groups,Organized Group,31
2023-12,Qalat Al Bahrain Site Museum,Museums,Groups,VIP,9
2023-12,Qalat Al Bahrain Site Museum,Museums,Individual,Arab,26
2023-12,Qalat Al Bahrain Site Museum,Museums,Individual,Bahraini,238
2023-12,Qalat Al Bahrain Site Museum,Museums,Individual,Foreign,582
2023-12,Qalat Al Bahrain Site Museum,Museums,Individual,GCC,117
2024-01,Al Jasra Handicrafts Centre,Handicraft Sites,Educational,Private School,56
2024-01,Al Jasra Handicrafts Centre,Handicraft Sites,Groups,Organized Group,17
2024-01,Al Jasra Handicrafts Centre,Handicraft Sites,Groups,Tour Agencies,669
2024-01,Al Jasra Handicrafts Centre,Handicraft Sites,Individual,Bahraini,260
2024-01,Al Jasra Handicrafts Centre,Handicraft Sites,Individual,Foreign,132
2024-01,Al Jasra Handicrafts Centre,Handicraft Sites,Individual,GCC,18
2024-01,Al Jasra House,Uncategorised,Groups,Organized Group,80
2024-01,Al Jasra House,Uncategorised,Groups,Tour Agencies,138
2024-01,Al Jasra House,Uncategorised,Individual,Arab,133
2024-01,Al Jasra House,Uncategorised,Individual,Bahraini,84
2024-01,Al Jasra House,Uncategorised,Individual,Foreign,32
2024-01,Al Jasra House,Uncategorised,Individual,GCC,5
2024-01,Al Khalefeyah Library,Uncategorised,Individual,Arab,151
2024-01,Al Khalefeyah Library,Uncategorised,Individual,Bahraini,405
2024-01,Al Khalefeyah Library,Uncategorised,Individual,Foreign,191
2024-01,Al Khalefeyah Library,Uncategorised,Individual,GCC,26
2024-01,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Groups,Tour Agencies,92
2024-01,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,Arab,6
2024-01,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,Bahraini,80
2024-01,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,Foreign,71
2024-01,Arad Fort,Archaeological Sites,Individual,Arab,57
2024-01,Arad Fort,Archaeological Sites,Individual,Bahraini,272
2024-01,Arad Fort,Archaeological Sites,Individual,Foreign,542
2024-01,Arad Fort,Archaeological Sites,Individual,GCC,167
2024-01,Arad Fort,Forts,Individual,Arab,57
2024-01,Arad Fort,Forts,Individual,Bahraini,272
2024-01,Arad Fort,Forts,Individual,Foreign,542
2024-01,Arad Fort,Forts,Individual,GCC,167
2024-01,Art Center,Uncategorised,Educational,Institutes,100
2024-01,Bab Al Bahrain Information Center,Uncategorised,Groups,Organized Group,6
2024-01,Bab Al Bahrain Information Center,Uncategorised,Individual,Bahraini,4
2024-01,Bab Al Bahrain Information Center,Uncategorised,Individual,Foreign,6
2024-01,Bahrain Fort Site,Archaeological Sites,Educational,Institutes,44
2024-01,Bahrain Fort Site,Archaeological Sites,Educational,Private School,1048
2024-01,Bahrain Fort Site,Archaeological Sites,Groups,Organized Group,3424
2024-01,Bahrain Fort Site,Archaeological Sites,Groups,Tour Agencies,7377
2024-01,Bahrain Fort Site,Archaeological Sites,Groups,VIP,11
2024-01,Bahrain Fort Site,Archaeological Sites,Individual,Arab,2048
2024-01,Bahrain Fort Site,Archaeological Sites,Individual,Bahraini,4408
2024-01,Bahrain Fort Site,Archaeological Sites,Individual,Foreign,10982
2024-01,Bahrain Fort Site,Archaeological Sites,Individual,GCC,2744
2024-01,Bahrain Fort Site,Forts,Educational,Institutes,44
2024-01,Bahrain Fort Site,Forts,Educational,Private School,1048
2024-01,Bahrain Fort Site,Forts,Groups,Organized Group,3424
2024-01,Bahrain Fort Site,Forts,Groups,Tour Agencies,7377
2024-01,Bahrain Fort Site,Forts,Groups,VIP,11
2024-01,Bahrain Fort Site,Forts,Individual,Arab,2048
2024-01,Bahrain Fort Site,Forts,Individual,Bahraini,4408
2024-01,Bahrain Fort Site,Forts,Individual,Foreign,10982
2024-01,Bahrain Fort Site,Forts,Individual,GCC,2744
2024-01,Bahrain National Museum,Museums,Educational,Government School,43
2024-01,Bahrain National Museum,Museums,Educational,Private School,221
2024-01,Bahrain National Museum,Museums,Groups,Organized Group,41
2024-01,Bahrain National Museum,Museums,Groups,VIP,22
2024-01,Bahrain National Museum,Museums,Individual,Arab,448
2024-01,Bahrain National Museum,Museums,Individual,Bahraini,1380
2024-01,Bahrain National Museum,Museums,Individual,Foreign,9053
2024-01,Bahrain National Museum,Museums,Individual,GCC,4045
2024-01,Bahrain National Theatre,Uncategorised,Individual,Bahraini,823
2024-01,Bani Jamra Textile Weaving,Handicraft Sites,Groups,Organized Group,32
2024-01,Bani Jamra Textile Weaving,Handicraft Sites,Individual,Bahraini,82
2024-01,Bani Jamra Textile Weaving,Handicraft Sites,Individual,Foreign,56
2024-01,Bani Jamra Textile Weaving,Handicraft Sites,Individual,GCC,41
2024-01,Barbar Temples,Archaeological Sites,Educational,College or University,17
2024-01,Barbar Temples,Archaeological Sites,Educational,Government School,14
2024-01,Barbar Temples,Archaeological Sites,Educational,Institutes,1
2024-01,Barbar Temples,Archaeological Sites,Educational,Kinder Garden,26
2024-01,Barbar Temples,Archaeological Sites,Educational,Private School,6
2024-01,Barbar Temples,Archaeological Sites,Groups,Organized Group,22
2024-01,Barbar Temples,Archaeological Sites,Groups,Tour Agencies,61
2024-01,Barbar Temples,Archaeological Sites,Individual,Arab,24
2024-01,Barbar Temples,Archaeological Sites,Individual,Bahraini,70
2024-01,Barbar Temples,Archaeological Sites,Individual,Foreign,80
2024-01,Bu Maher,Archaeological Sites,Educational,Private School,9
2024-01,Bu Maher,Archaeological Sites,Groups,Tour Agencies,216
2024-01,Bu Maher,Archaeological Sites,Groups,VIP,26
2024-01,Bu Maher,Archaeological Sites,Individual,Arab,98
2024-01,Bu Maher,Archaeological Sites,Individual,Bahraini,480
2024-01,Bu Maher,Archaeological Sites,Individual,Foreign,1300
2024-01,Bu Maher,Archaeological Sites,Individual,GCC,412
2024-01,Bu Maher,Forts,Educational,Private School,9
2024-01,Bu Maher,Forts,Groups,Tour Agencies,216
2024-01,Bu Maher,Forts,Groups,VIP,26
2024-01,Bu Maher,Forts,Individual,Arab,98
2024-01,Bu Maher,Forts,Individual,Bahraini,480
2024-01,Bu Maher,Forts,Individual,Foreign,1300
2024-01,Bu Maher,Forts,Individual,GCC,412
2024-01,Bu Maher,Pearling Path Sites,Educational,Private School,9
2024-01,Bu Maher,Pearling Path Sites,Groups,Tour Agencies,216
2024-01,Bu Maher,Pearling Path Sites,Groups,VIP,26
2024-01,Bu Maher,Pearling Path Sites,Individual,Arab,98
2024-01,Bu Maher,Pearling Path Sites,Individual,Bahraini,480
2024-01,Bu Maher,Pearling Path Sites,Individual,Foreign,1300
2024-01,Bu Maher,Pearling Path Sites,Individual,GCC,412
2024-01,Cultural Hall,Uncategorised,Educational,Private School,1400
2024-01,Cultural Hall,Uncategorised,Groups,Organized Group,320
2024-01,House of Baskets,Handicraft Sites,Groups,Organized Group,120
2024-01,House of Baskets,Handicraft Sites,Groups,VIP,9
2024-01,House of Baskets,Handicraft Sites,Individual,Arab,11
2024-01,House of Baskets,Handicraft Sites,Individual,Bahraini,248
2024-01,House of Baskets,Handicraft Sites,Individual,Foreign,61
2024-01,House of Baskets,Handicraft Sites,Individual,GCC,79
2024-01,Pearling Path Visitor Center,Pearling Path Sites,Groups,Tour Agencies,25
2024-01,Pearling Path Visitor Center,Pearling Path Sites,Individual,Bahraini,102
2024-01,Pearling Path Visitor Center,Pearling Path Sites,Individual,Foreign,120
2024-01,Post Office Museum,Museums,Groups,Organized Group,19
2024-01,Post Office Museum,Museums,Groups,Tour Agencies,25
2024-01,Post Office Museum,Museums,Individual,Arab,15
2024-01,Post Office Museum,Museums,Individual,Bahraini,24
2024-01,Post Office Museum,Museums,Individual,Foreign,13
2024-01,Post Office Museum,Museums,Individual,GCC,3
2024-01,Qalat Al Bahrain Site Museum,Museums,Educational,Private School,368
2024-01,Qalat Al Bahrain Site Museum,Museums,Individual,Arab,66
2024-01,Qalat Al Bahrain Site Museum,Museums,Individual,Bahraini,201
2024-01,Qalat Al Bahrain Site Museum,Museums,Individual,Foreign,559
2024-01,Qalat Al Bahrain Site Museum,Museums,Individual,GCC,128
2024-01,Saar Settlement,Archaeological Sites,Groups,Tour Agencies,1069
2024-01,Saar Settlement,Archaeological Sites,Individual,Arab,7
2024-01,Saar Settlement,Archaeological Sites,Individual,Bahraini,35
2024-01,Saar Settlement,Archaeological Sites,Individual,Foreign,19
2024-01,Saar Settlement,Archaeological Sites,Individual,GCC,106
2024-01,Tree of Life Visitors Centre,Uncategorised,Individual,Arab,216
2024-01,Tree of Life Visitors Centre,Uncategorised,Individual,Bahraini,50565
2024-01,Tree of Life Visitors Centre,Uncategorised,Individual,Foreign,63807
2024-02,Al Alawi House,Pearling Path Sites,Individual,Arab,14
2024-02,Al Alawi House,Pearling Path Sites,Individual,Bahraini,66
2024-02,Al Alawi House,Pearling Path Sites,Individual,Foreign,79
2024-02,Al Alawi House,Pearling Path Sites,Individual,GCC,27
2024-02,Al Jalahma House,Pearling Path Sites,Educational,Kinder Garden,4
2024-02,Al Jalahma House,Pearling Path Sites,Groups,Organized Group,34
2024-02,Al Jalahma House,Pearling Path Sites,Individual,Arab,6
2024-02,Al Jalahma House,Pearling Path Sites,Individual,Bahraini,32
2024-02,Al Jalahma House,Pearling Path Sites,Individual,Foreign,28
2024-02,Al Jalahma House,Pearling Path Sites,Individual,GCC,3
2024-02,Al Jasra Handicrafts Centre,Handicraft Sites,Educational,College or University,23
2024-02,Al Jasra Handicrafts Centre,Handicraft Sites,Educational,Government School,30
